properties{
  x = 0,
  y = 0,
  width = 6000,
  height = 712,
  tileset = "4",
}

tile{
  layer = 0,
  x = 3808,
  y = 480,
  width = 192,
  height = 24,
  pattern = "52",
}

tile{
  layer = 0,
  x = 3520,
  y = 416,
  width = 272,
  height = 176,
  pattern = "395",
}

tile{
  layer = 0,
  x = 56,
  y = 56,
  width = 256,
  height = 176,
  pattern = "395",
}

tile{
  layer = 0,
  x = 312,
  y = 56,
  width = 24,
  height = 176,
  pattern = "50",
}

tile{
  layer = 0,
  x = 56,
  y = 32,
  width = 256,
  height = 24,
  pattern = "49",
}

tile{
  layer = 0,
  x = 312,
  y = 32,
  width = 24,
  height = 24,
  pattern = "46",
}

tile{
  layer = 0,
  x = 32,
  y = 32,
  width = 24,
  height = 24,
  pattern = "45",
}

tile{
  layer = 0,
  x = 32,
  y = 232,
  width = 24,
  height = 24,
  pattern = "47",
}

tile{
  layer = 0,
  x = 312,
  y = 232,
  width = 24,
  height = 24,
  pattern = "48",
}

tile{
  layer = 0,
  x = 32,
  y = 56,
  width = 24,
  height = 176,
  pattern = "51",
}

tile{
  layer = 0,
  x = 304,
  y = 56,
  width = 8,
  height = 8,
  pattern = "15",
}

tile{
  layer = 0,
  x = 304,
  y = 64,
  width = 8,
  height = 176,
  pattern = "238",
}

tile{
  layer = 0,
  x = 304,
  y = 224,
  width = 8,
  height = 8,
  pattern = "17",
}

tile{
  layer = 0,
  x = 64,
  y = 224,
  width = 240,
  height = 8,
  pattern = "236",
}

tile{
  layer = 0,
  x = 64,
  y = 56,
  width = 240,
  height = 8,
  pattern = "179",
}

tile{
  layer = 0,
  x = 56,
  y = 64,
  width = 8,
  height = 176,
  pattern = "237",
}

tile{
  layer = 0,
  x = 56,
  y = 56,
  width = 8,
  height = 8,
  pattern = "14",
}

tile{
  layer = 0,
  x = 56,
  y = 224,
  width = 8,
  height = 8,
  pattern = "16",
}

tile{
  layer = 0,
  x = 24,
  y = 24,
  width = 8,
  height = 240,
  pattern = "170",
}

tile{
  layer = 0,
  x = 32,
  y = 256,
  width = 304,
  height = 8,
  pattern = "170",
}

tile{
  layer = 0,
  x = 336,
  y = 24,
  width = 8,
  height = 240,
  pattern = "170",
}

tile{
  layer = 0,
  x = 32,
  y = 24,
  width = 304,
  height = 8,
  pattern = "170",
}

tile{
  layer = 0,
  x = 56,
  y = 232,
  width = 256,
  height = 24,
  pattern = "52",
}

tile{
  layer = 0,
  x = 40,
  y = 136,
  width = 16,
  height = 16,
  pattern = "82",
}

tile{
  layer = 0,
  x = 40,
  y = 128,
  width = 16,
  height = 8,
  pattern = "78",
}

tile{
  layer = 0,
  x = 40,
  y = 152,
  width = 16,
  height = 8,
  pattern = "80",
}

tile{
  layer = 0,
  x = 32,
  y = 128,
  width = 8,
  height = 32,
  pattern = "164",
}

tile{
  layer = 0,
  x = 312,
  y = 128,
  width = 16,
  height = 8,
  pattern = "79",
}

tile{
  layer = 0,
  x = 312,
  y = 152,
  width = 16,
  height = 8,
  pattern = "81",
}

tile{
  layer = 0,
  x = 312,
  y = 136,
  width = 16,
  height = 16,
  pattern = "83",
}

tile{
  layer = 0,
  x = 328,
  y = 128,
  width = 8,
  height = 32,
  pattern = "165",
}

tile{
  layer = 0,
  x = 568,
  y = 480,
  width = 256,
  height = 176,
  pattern = "395",
}

tile{
  layer = 0,
  x = 824,
  y = 480,
  width = 24,
  height = 176,
  pattern = "50",
}

tile{
  layer = 0,
  x = 568,
  y = 456,
  width = 256,
  height = 24,
  pattern = "49",
}

tile{
  layer = 0,
  x = 824,
  y = 456,
  width = 24,
  height = 24,
  pattern = "46",
}

tile{
  layer = 0,
  x = 544,
  y = 456,
  width = 24,
  height = 24,
  pattern = "45",
}

tile{
  layer = 0,
  x = 544,
  y = 656,
  width = 24,
  height = 24,
  pattern = "47",
}

tile{
  layer = 0,
  x = 824,
  y = 656,
  width = 24,
  height = 24,
  pattern = "48",
}

tile{
  layer = 0,
  x = 544,
  y = 480,
  width = 24,
  height = 176,
  pattern = "51",
}

tile{
  layer = 0,
  x = 816,
  y = 480,
  width = 8,
  height = 8,
  pattern = "15",
}

tile{
  layer = 0,
  x = 816,
  y = 488,
  width = 8,
  height = 176,
  pattern = "238",
}

tile{
  layer = 0,
  x = 816,
  y = 648,
  width = 8,
  height = 8,
  pattern = "17",
}

tile{
  layer = 0,
  x = 576,
  y = 648,
  width = 240,
  height = 8,
  pattern = "236",
}

tile{
  layer = 0,
  x = 576,
  y = 480,
  width = 240,
  height = 8,
  pattern = "179",
}

tile{
  layer = 0,
  x = 568,
  y = 488,
  width = 8,
  height = 176,
  pattern = "237",
}

tile{
  layer = 0,
  x = 568,
  y = 480,
  width = 8,
  height = 8,
  pattern = "14",
}

tile{
  layer = 0,
  x = 568,
  y = 648,
  width = 8,
  height = 8,
  pattern = "16",
}

tile{
  layer = 0,
  x = 536,
  y = 448,
  width = 8,
  height = 240,
  pattern = "170",
}

tile{
  layer = 0,
  x = 544,
  y = 680,
  width = 304,
  height = 8,
  pattern = "170",
}

tile{
  layer = 0,
  x = 848,
  y = 448,
  width = 8,
  height = 240,
  pattern = "170",
}

tile{
  layer = 0,
  x = 544,
  y = 448,
  width = 304,
  height = 8,
  pattern = "170",
}

tile{
  layer = 0,
  x = 568,
  y = 656,
  width = 256,
  height = 24,
  pattern = "52",
}

tile{
  layer = 0,
  x = 552,
  y = 560,
  width = 16,
  height = 16,
  pattern = "82",
}

tile{
  layer = 0,
  x = 552,
  y = 552,
  width = 16,
  height = 8,
  pattern = "78",
}

tile{
  layer = 0,
  x = 552,
  y = 576,
  width = 16,
  height = 8,
  pattern = "80",
}

tile{
  layer = 0,
  x = 544,
  y = 552,
  width = 8,
  height = 32,
  pattern = "164",
}

tile{
  layer = 0,
  x = 824,
  y = 552,
  width = 16,
  height = 8,
  pattern = "79",
}

tile{
  layer = 0,
  x = 824,
  y = 576,
  width = 16,
  height = 8,
  pattern = "81",
}

tile{
  layer = 0,
  x = 824,
  y = 560,
  width = 16,
  height = 16,
  pattern = "83",
}

tile{
  layer = 0,
  x = 840,
  y = 552,
  width = 8,
